BN/Registration number:	Organization name:	Status: 	Type of qualified donee:	Effective date of status:	Sanction 	Designation: 	Charity type: 	Category: 	Address:	City:	Province, territory, outside of Canada:	Country:	Postal code/Zip code:	
119035442RR0001	MCCREARY / ALONSA HEALTH CENTRE	Revoked-Voluntary	Charity	2011-07-16		0001	Other purposes beneficial to the community	0100	BOX 250 	MCCREARY	MB	CA	R0J1B0
889620126RR0001	MEDICINE HAT AND DISTRICT HEALTH FOUNDATION	Registered	Charity	1996-06-24		0001	Other purposes beneficial to the community	0210	666 5TH ST SW 	MEDICINE HAT	AB	CA	T1A4H6
891818858RR0001	MELITA AND AREA HEALTHY COMMUNITIES INC	Revoked-Voluntary	Charity	1999-10-16		0001	Other purposes beneficial to the community	0100	BOX 447 	MELITA	MB	CA	R0M1L0
877688622RR0001	MELITA HEALTH AUXILIARY ASSOCIATION	Registered	Charity	1999-01-01		0001	Other purposes beneficial to the community	0110	P.O. BOX 881 	MELITA	MB	CA	R0M1L0
119037273RR0001	MELITA HEALTH CENTRE	Revoked-Voluntary	Charity	1998-06-06		0001	Other purposes beneficial to the community	0100	BOX 459 	MELITA	MB	CA	R0M1L0
869850396RR0001	MEN'S HEALTH WEEK AWARENESS FOUNDATION	Revoked-Failure to File	Charity	2004-03-27		0001	Other purposes beneficial to the community	0110	#302, 635 56 AVENUE S.W. 	CALGARY	AB	CA	T2V0G9
140709916RR0001	MENS SANA FAMILIES FOR MENTAL HEALTH	Registered	Charity	1994-01-01		0001	Other purposes beneficial to the community	0100	4301 WESTON ROAD 	TORONTO	ON	CA	M9L2Y3
868929654RR0001	MENTAL HEALTH ASSOCIATION REGINA BRANCH	Registered	Charity	2003-04-01		0001	Relief of Poverty	0001	1810 ALBERT ST 	REGINA	SK	CA	S4P2S8
855131603RR0001	MENTAL HEALTH CONNECTIONS	Registered	Charity	2005-11-03		0001	Relief of Poverty	0001	370 ERIE STREET E 	WINDSOR	ON	CA	N9A3X3
137962700RR0001	MENTAL HEALTH CONSUMER/SURVIVORS EMPLOYMENT ASSOCIATION OF ESSEX COUNTY	Registered	Charity	1996-01-01		0001	Other purposes beneficial to the community	0100	4141 TECUMSEH RD E 	WINDSOR	ON	CA	N8W1J9
858635675RR0001	MENTAL HEALTH FOUNDATION OF NOVA SCOTIA	Registered	Charity	2004-06-01		0002	Other purposes beneficial to the community	0210	1120 - 300 PLEASANT STREET MOUNT HOPE CENTER	DARTMOUTH	NS	CA	B2Y3S3
107691354RR0001	MENTAL HEALTH PROGRAM SERVICES OF METROPOLITAN TORONTO	Registered	Charity	1998-04-01		0001	Other purposes beneficial to the community	0100	301-2238 DUNDAS ST W 	TORONTO	ON	CA	M6R3A9
893485425RR0001	MENTAL HEALTH RECOVERY PARTNERS SOCIETY - CENTRAL VANCOUVER ISLAND	Registered	Charity	1998-04-14		0001	Other purposes beneficial to the community	0100	2353 ROSSTOWN RD 	NANAIMO	BC	CA	V9T3R6
106778129RR0001	MENTAL HEALTH RECOVERY PARTNERS SOCIETY - SOUTH VANCOUVER ISLAND	Registered	Charity	1986-01-01		0001	Other purposes beneficial to the community	0100	941 KINGS ROAD 	VICTORIA	BC	CA	V8T1W7
126431790RR0001	MENTAL HEALTH SERVICES OF YORK REGION	Revoked-Voluntary	Charity	2005-02-19		0001	Relief of Poverty	0001	CANADIAN MENTAL HEALTH ASSOC. 15150 YONGE STREET SUITE 3A	AURORA	ON	CA	L4G1M2
129973285RR0001	METRO TORONTO HEALTH AND DISASTER VAN MINISTRY	Revoked-Failure to File	Charity	1994-04-16		0001	Other purposes beneficial to the community	0100	521 LANSDOWNE AVE 	TORONTO	ON	CA	M6H3Y2
103660809RR0001	MFL OCCUPATIONAL HEALTH & SAFETY CENTRE INC.	Registered	Charity	1981-10-22		0001	Relief of Poverty	0001	167 SHERBROOK ST 	WINNIPEG	MB	CA	R3C2B7
888674710RR0001	MICHAEL SMITH FOUNDATION FOR HEALTH RESEARCH	Registered	Charity	2001-04-01		0001	Other purposes beneficial to the community	0210	200 - 1285 BROADWAY W 	VANCOUVER	BC	CA	V6H3X8
841952708RR0001	MICS Healthcare Foundation	Registered	Charity	2012-05-16		0002	Other purposes beneficial to the community	0210	241 EIGHT STREET POST OFFICE BOX 4000	COCHRANE	ON	CA	P0L1C0
129105268RR0001	MID-MAIN COMMUNITY HEALTH CENTRE ASSOCIATION	Registered	Charity	1989-12-01		0001	Other purposes beneficial to the community	0100	2205 MAIN ST 	VANCOUVER	BC	CA	V5T0K2
107700791RR0001	MIDDLESEX-LONDON HEALTH UNIT	Registered	Charity	1995-01-01		0001	Other purposes beneficial to the community	0100	110 - 355 WELLINGTON ST 	LONDON	ON	CA	N6A3N7
119040665RR0001	MILDEN HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	1997-07-26		0001	Other purposes beneficial to the community	0110	BOX 113 	MILDEN	SK	CA	S0L2L0
899294110RR0001	MINDEN HEALTH CARE AUXILIARY	Registered	Charity	2001-09-18		0001	Other purposes beneficial to the community	0110	BOX 30 	MINDEN	ON	CA	K0M2K0
897516183RR0001	MINNEDOSA & DISTRICT HEALTH FOUNDATION INC.	Registered	Charity	1995-04-01		0001	Other purposes beneficial to the community	0110	PO BOX 772 	MINNEDOSA	MB	CA	R0J1E0
119245397RR0001	MINNEDOSA HEALTH DISTRICT	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	P.O. BOX 960 	MINNEDOSA	MB	CA	R0J1E0
119041770RR0001	MINNEDOSA HEALTH DISTRICT AUXILIARY	Registered	Charity	1982-09-13		0002	Other purposes beneficial to the community	0210	BOX 1916 	MINNEDOSA	MB	CA	R0J1E0
119042174RR0001	MISERICORDIA HEALTH CENTRE FOUNDATION INC.	Registered	Charity	1983-06-20		0002	Other purposes beneficial to the community	0210	99 CORNISH AVE 	WINNIPEG	MB	CA	R3C1A2
890475247RR0001	MISSION HEALTH CARE AUXILIARY SOCIETY	Registered	Charity	1992-12-01		0002	Other purposes beneficial to the community	0210	7324 HURD ST 	MISSION	BC	CA	V2V3H5
107706533RR0001	MISSIONARY HEALTH INSTITUTE INC.	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	220 DUNCAN MILL ROAD UNIT 510	NORTH YORK	ON	CA	M3B3J5
890955347RR0001	MMA HEALTH & SAFETY PROMOTION FOUNDATION INC	Revoked-Voluntary	Charity	2010-06-19		0002	Other purposes beneficial to the community	0210	20 DESJARDINS DRIVE 	WINNIPEG	MB	CA	R3X0E8
107716623RR0001	MOMIJI HEALTH CARE SOCIETY	Registered	Charity	1979-01-01		0001	Relief of Poverty	0001	3555 KINGSTON ROAD 	SCARBOROUGH	ON	CA	M1M3W4
892715962RR0001	MONTMARTRE HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2004-02-14		0002	Other purposes beneficial to the community	0210	BOX 456 	MONTMARTRE	SK	CA	S0G3M0
839389608RR0001	MONTRÉAL MARCHE POUR LA SANTÉ MENTALE / MONTRÉAL WALKS FOR MENTAL HEALTH	Revoked-Voluntary	Charity	2021-05-08		0001	Other purposes beneficial to the community	0110	4410 RUE SAINTE-CATHERINE O APP 6D	WESTMOUNT	QC	CA	H3Z1R2
118929173RR0001	MOOSE JAW HEALTH FOUNDATION INCORPORATED	Registered	Charity	1987-10-01		0001	Other purposes beneficial to the community	0210	55 DIEFENBAKER DR 	MOOSE JAW	SK	CA	S6J0C2
888226867RR0001	MOOSOMIN & DISTRICT HEALTH CARE FOUNDATION INC	Registered	Charity	1994-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 1470 	MOOSOMIN	SK	CA	S0G3N0
879763217RR0001	MORNING SKY HEALTH AND WELLNESS SOCIETY	Registered	Charity	2002-10-24		0001	Other purposes beneficial to the community	0110	GENERAL DELIVERY 	FROG LAKE	AB	CA	T0A1M0
894846534RR0001	MOUNT ARROWSMITH COMMUNITY HEALTH COUNCIL	Revoked-Failure to File	Charity	1999-08-28		0001	Other purposes beneficial to the community	0110	BOX 1733 	PARKSVILLE	BC	CA	V9P2H5
893399360RR0002	MOUNT VIEW HEALTH UNIT	Revoked-Failure to File	Charity	1997-02-22		0002	Other purposes beneficial to the community	0210	PO BOX 4016 STATION C 	CALGARY	AB	CA	T2T5T1
893399360RR0001	MOUNT VIEW HEALTH UNIT	Revoked-Voluntary	Charity	1997-05-03		0001	Other purposes beneficial to the community	0100	BOX 4016 STN C 320-17 AVE SW 	CALGARY	AB	CA	T2T5T1
141019612RR0001	MOUNTAIN PARKS HEALTH SERVICES	Revoked-Failure to File	Charity	2000-04-08		0001	Other purposes beneficial to the community	0100	801 LOCUST PL NE 2102 BUILDING L	ALBUQUERQUE	NM	US	871021651
891988453RR0001	MULTI-DISCIPLINARY GROUP, FOR PAIN MANAGEMENT, HEALTH, AND WELLNESS (MDG) INC	Revoked-Failure to File	Charity	1999-05-08		0001	Other purposes beneficial to the community	0100	1406 WILLIAM AVENUE 	WINNIPEG	MB	CA	R3E1A3
119049062RR0001	MULTICULTURAL HEALTH COALITION(TORONTO)	Revoked-Failure to File	Charity	1999-01-30		0003	Other purposes beneficial to the community	0100	218 QUEEN ELIZABETH DR 	OTTAWA	ON	CA	K1S3M2
877903989RR0001	MUSEUM OF HEALTH CARE AT KINGSTON	Registered	Charity	1997-02-03		0001	Other purposes beneficial to the community	0200	32 GEORGE STREET 	KINGSTON	ON	CA	K7L2V7
119158004RR0001	MUSKOKA ALGONQUIN HEALTHCARE	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	100 FRANK MILLER DR 	HUNTSVILLE	ON	CA	P1H1H7
107756611RR0001	MUSKOKA-PARRY SOUND HEALTH UNIT	Revoked-Voluntary	Charity	2005-09-24		0001	Other purposes beneficial to the community	0110	5 PINERIDGE GATE 	GRAVENHEARST	ON	CA	P1P1Z3
889877866RR0001	MUSQUODOBOIT VALLEY HEALTH FOUNDATION	Registered	Charity	1995-04-01		0002	Other purposes beneficial to the community	0210	55 GLENMORE DRIVE PO BOX 98	MIDDLE MUSQUODOBOIT	NS	CA	B0N1X0
866154883RR0001	MUSQUODOBOIT VALLEY YOUTH HEALTH CENTRE ASSOCIATION	Revoked-Voluntary	Charity	2003-12-05		0001	Other purposes beneficial to the community	0110	P.O. BOX 152 	MIDDLE MUSQUODOBOIT	NS	CA	B0N1X0
825541881RR0001	National Children's Oral Health Foundation of Canada	Revoked-Voluntary	Charity	2018-02-24		0001	Other purposes beneficial to the community	0100	130 ADELAIDE STREET WEST SUITE 701	TORONTO	ON	CA	M5H2K4
799576335RR0001	National Collaboration for Youth Mental Health	Revoked-Failure to File	Charity	2022-09-17		0001	Other purposes beneficial to the community	0100	251 BANK ST 5TH FLOOR 	OTTAWA	ON	CA	K2P1X2
827739723RR0001	National Health and Fitness Foundation / Fondation nationalepour la santé et le conditionnement physique	Revoked-Failure to File	Charity	2025-02-08		0002	Other purposes beneficial to the community	0210	300 - 1208 PENDER ST W 	VANCOUVER	BC	CA	V6E2S8
762473601RR0001	Nations Health	Registered	Charity	2023-01-12		0001	Other purposes beneficial to the community	0110	110 - 201 38 AVE NE 	CALGARY	AB	CA	T2E2M3
725561872RR0001	New Canadians Health Centre	Registered	Charity	2024-07-17		0001	Relief of Poverty	0001	B100 - 10615 103 ST NW 	EDMONTON	AB	CA	T5H2V6
750823882RR0001	New Start Foundation For Addiction and Mental Health - Fondation nouveau depart pour problemes de dependanace et de sante mentals	Registered	Charity	2019-06-13		0001	Other purposes beneficial to the community	0110	700 - 110 EGLINTON AVE E 	TORONTO	ON	CA	M4P2Y1
856647557RR0001	Niagara Falls Community Health Centre Inc.	Registered	Charity	2015-06-22		0001	Other purposes beneficial to the community	0100	4790 VICTORIA AVE 	NIAGARA FALLS	ON	CA	L2E4C2
899402697RR0001	Niagara Health Foundation	Registered	Charity	1991-04-01		0002	Other purposes beneficial to the community	0100	65 THIRD ST 	WELLAND	ON	CA	L3B4W6
831570924RR0001	Niagara North Family Health Team	Registered	Charity	2019-06-04		0001	Other purposes beneficial to the community	0100	145 CARLTON ST 	ST CATHARINES	ON	CA	L2R1R5
853234011RR0001	Nickel-A-Drink for Addictions and Mental Health Research Foundation	Revoked-Voluntary	Charity	2013-12-07		0002	Other purposes beneficial to the community	0210	609-1701 CEDAR HILL CROSS RD. 	VICTORIA	BC	CA	V8P2P9
727742926RR0001	Nicklaus Children's Health Care Foundation of Canada	Registered	Charity	2018-07-01		0003	Other purposes beneficial to the community	0210	6010 - 430 BOUL ARTHUR-SAUVE 	SAINT-EUSTACHE	QC	CA	J7R6V7
847397619RR0001	Nine Miles of Smiles (NMS) a Healthcare Volunteer Organization Inc.	Registered	Charity	2023-09-04		0001	Other purposes beneficial to the community	0100	11 JIMMY WISDOM WAY 	YORK	ON	CA	M6E3K2
107775777RR0001	Nisga'a Valley Health Authority	Registered	Charity	2014-06-02		0001	Other purposes beneficial to the community	0110	PO BOX 234 4920 TAIT AVENUE	NEW AIYANSH	BC	CA	V0J1A0
753587286RR0001	Noah's House Mental Health Foundation Inc.	Revoked-Failure to File	Charity	2025-07-05		0001	Other purposes beneficial to the community	0100	7983 BRODERICK RD 	LASALLE	ON	CA	N9H1X1
870385267RR0001	Noojmowin Teg Health Centre	Registered	Charity	2002-04-26		0001	Other purposes beneficial to the community	0100	48 HILLSIDE ROAD, HIGHWAY 540 POSTAL BAG 2002	LITTLE CURRENT	ON	CA	P0P1K0
119058824RR0001	Norquay Health Centre Auxiliary Inc.	Registered	Charity	1983-01-01		0001	Other purposes beneficial to the community	0110	PO BOX 119 	NORQUAY	SK	CA	S0A2V0
803440528RR0001	North in Focus Mental Health Organization	Revoked-Voluntary	Charity	2019-08-10		0001	Other purposes beneficial to the community	0110	16 SANDALWOOD PL 	NORTH YORK	ON	CA	M3B1L6
119244705RR0001	North of Superior Healthcare Group	Registered	Charity	1971-01-01		0001	Other purposes beneficial to the community	0100	20B CARTIER RD 	TERRACE BAY	ON	CA	P0T2W0
833718950RR0001	North East Grey Health Clinics Inc.	Registered	Charity	2007-11-01		0001	Other purposes beneficial to the community	0110	1 - 206106 HWY 26 	MEAFORD	ON	CA	N4L1L9
862354891RR0001	North Hastings Family Health Community Clinic	Revoked-Failure to File	Charity	2021-12-04		0001	Other purposes beneficial to the community	0100	1P MANOR LANE BOX 418	BANCROFT	ON	CA	K0L1C0
861954998RR0001	North Shore Health Network / Réseau santé Rive Nord	Registered	Charity	2002-01-01		0001	Other purposes beneficial to the community	0100	525 CAUSLEY STREET P.O. BOX 970	BLIND RIVER	ON	CA	P0R1B0
867524928RR0002	North Shore Health Network Auxiliary / Auxiliaire du Réseau Santé Rive Nord	Registered	Charity	1996-04-01		0002	Other purposes beneficial to the community	0210	525 CAUSLEY STREET P O BOX 970	BLIND RIVER	ON	CA	P0R1B0
875908717RR0001	North Shore Health Network Foundation / Fondation du Réseau Santé Rive Nord	Registered	Charity	2005-10-04		0002	Other purposes beneficial to the community	0210	525 CAUSLEY STREET P.O. BOX 970	BLIND RIVER	ON	CA	P0R1B0
847036308RR0001	North Shuswap Health Centre Society	Registered	Charity	2015-09-01		0001	Other purposes beneficial to the community	0100	2-3874 SQUILAX-ANGLEMONT RD 	SCOTCH CREEK	BC	CA	V0E1M5
850947813RR0001	North York Family Health Team Inc.	Registered	Charity	2012-04-01		0001	Other purposes beneficial to the community	0100	707 - 240 DUNCAN MILL RD 	NORTH YORK	ON	CA	M3B3S6
725357313RR0001	Northeast Addiction and Mental Health Centre for Holistic Recovery	Registered	Charity	2022-03-28		0003	Other purposes beneficial to the community	0100	1700 - 421 7 AVE SW 	CALGARY	AB	CA	T2P4K9
812860971RR0001	Northern Health Foundation Inc.	Registered	Charity	2014-09-19		0002	Other purposes beneficial to the community	0210	84 CHURCH STREET 	FLIN FLON	MB	CA	R8A1L8
886284116RR0001	Northern Healthy Connections Society	Registered	Charity	2006-06-01		0001	Other purposes beneficial to the community	0100	33 PLEASANT STREET 	TRURO	NS	CA	B2N3R5
851721357RR0001	Northern HIV and Health Education Society	Revoked-Voluntary	Charity	2017-09-09		0001	Other purposes beneficial to the community	0100	8326 ST. LAWRENCE AVENUE 	PRINCE GEORGE	BC	CA	V2N5G7
899727739RR0001	Northern Regional Health Authority	Registered	Charity	1997-04-01		0001	Other purposes beneficial to the community	0110	867 THOMPSON DR S 	THOMPSON	MB	CA	R8N1Z4
890691199RR0001	Northwest Health Foundation	Registered	Charity	1996-01-22		0002	Other purposes beneficial to the community	0210	11202 100 AVE 	HIGH LEVEL	AB	CA	T0H1Z0
731062147RR0001	Nurtured by Nature Mental Health and Wellness Society	Registered	Charity	2025-08-11		0001	Other purposes beneficial to the community	0110	22 PANAMOUNT GREEN NW 	CALGARY	AB	CA	T3K5R6
893362673RR0001	NATIONAL INDIAN & INUIT COMMUNITY HEALTH REPRESENTATIVE ORGANIZATION (NIICHRO)/ORGANISATION NATIONALE DES REPRESENTANTS INDIENS & INUIT EN SANTE COMMUNAUTAIRE (ONRIISC)	Revoked-Voluntary	Charity	2014-09-13		0001	Advancement of Education	0013	B.P. 1019 	KAHNAWAKE	QC	CA	J0L1B0
130649569RR0001	NATIONAL MENTAL HEALTH FUND	Revoked-Voluntary	Charity	1998-11-28		0002	Other purposes beneficial to the community	0210	2 CARLTON STREET SUITE 1007	TORONTO	ON	CA	M5B1J3
891685661RR0001	NATIVE MENTAL HEALTH ASSOCIATION OF CANADA	Revoked-Failure to File	Charity	2002-04-13		0001	Other purposes beneficial to the community	0100	BOX 242 	CHILLIWACK	BC	CA	V2P6J1
119243855RR0001	NEEPAWA HEALTH AUXILIARIES	Registered	Charity	1972-01-01		0001	Other purposes beneficial to the community	0110	BOX 1461 	NEEPAWA	MB	CA	R0J1H0
890541444RR0001	NEILBURG HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2001-08-04		0001	Other purposes beneficial to the community	0110	P.O. BOX 35 	NEILBURG	SK	CA	S0M2C0
119204865RR0001	NETWORK NORTH: THE COMMUNITY MENTAL HEALTH GROUP FOUNDATION	Revoked-Voluntary	Charity	2010-02-13		0002	Other purposes beneficial to the community	0210	FINANCE DEPARTMENT P.O. BOX 3010	NORTH BAY	ON	CA	P1B8L1
892424086RR0001	NEW BRUNSWICK HEALTH CHARITIES COALITION INC /LA FONDATION DES CHARITIES DE SANTE DU NOUVEAU-BRUNSWICK INC	Revoked-Voluntary	Charity	2013-03-02		0002	Other purposes beneficial to the community	0210	6 LEXINGTON DR 	QUISPAMSIS	NB	CA	E2E5Y7
107769754RR0001	NEW DENVER & AREA HOME HEALTH CARE SOCIETY	Revoked-Voluntary	Charity	2009-03-14		0001	Relief of Poverty	0001	824 KILDARE STREET, APT 8 BOX 104	NEW DENVER	BC	CA	V0G1S0
107772634RR0001	NEWFOUNDLAND & LABRADOR HEALTH CARE ASSOCIATION	Annulled	Charity	2003-02-19		0001	Other purposes beneficial to the community	0110	PO BOX 2005 STN MAIN 	CORNER BROOK	NL	CA	A2H6J7
855824405RR0001	NEWFOUNDLAND AND LABRADOR HEALTH AND COMMUNITY SERVICES ARCHIVE AND MUSEUM, INC.	Revoked-Failure to File	Charity	2012-04-21		0001	Other purposes beneficial to the community	0200	292 WATERFORD BRIDGE RD 	ST JOHN'S	NL	CA	A1E4J8
131788267RR0001	NEWMARKET HEALTH CENTRE AUXILIARY	Revoked-Voluntary	Charity	2016-12-31		0001	Relief of Poverty	0001	194 EAGLE ST 	NEWMARKET	ON	CA	L3Y1J6
893947416RR0001	NIAGARA HEALTH SYSTEM	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	1200 FOURTH AVENUE 	ST CATHARINES	ON	CA	L2S0A9
870958741RR0001	NICOLA VALLEY HEALTH CARE AUXILIARY	Registered	Charity	1999-01-01		0001	Other purposes beneficial to the community	0110	BOX 677 	MERRITT	BC	CA	V1K1B8
888510443RR0001	NICOLA VALLEY HEALTH CARE ENDOWMENT FOUNDATION SOCIETY	Registered	Charity	1984-05-17		0002	Other purposes beneficial to the community	0210	BOX 1423 	MERRITT	BC	CA	V1K1B8
892476169RR0001	NICOLA VALLEY HEALTH COUNCIL	Revoked-Voluntary	Charity	1997-05-03		0001	Other purposes beneficial to the community	0110	3451 VOGHT STREET, RR #1 	MERRITT	BC	CA	V0K2B0
856579834RR0001	NIKKA HEALTH CARE SOCIETY	Registered	Charity	2006-01-01		0001	Other purposes beneficial to the community	0110	1300 ROBSON STREET 	VANCOUVER	BC	CA	V6E1C5
118972975RR0001	NIKKEI SENIORS HEALTH CARE AND HOUSING SOCIETY	Registered	Charity	1980-01-01		0001	Relief of Poverty	0001	6680 SOUTHOAKS CRESCENT 	BURNABY	BC	CA	V5E4N3
861375210RR0001	NINE CIRCLES COMMUNITY HEALTH CENTRE INC	Registered	Charity	2002-07-31		0001	Other purposes beneficial to the community	0100	705 BROADWAY AVE 	WINNIPEG	MB	CA	R3G0X2
140910399RR0001	NIPAWIN REGION HEALTH FOUNDATION INC.	Registered	Charity	1991-01-02		0002	Other purposes beneficial to the community	0210	BOX 1586 	NIPAWIN	SK	CA	S0E1E0
107775561RR0001	NIPISSING CHILDREN'S MENTAL HEALTH SERVICES	Revoked-Voluntary	Charity	2005-09-10		0001	Other purposes beneficial to the community	0100	222 MAIN ST E 	NORTH BAY	ON	CA	P1B1B1
888332475RR0001	NIVERVILLE HEALTH & COMMUNITY FOUNDATION INC.	Registered	Charity	1994-01-01		0002	Other purposes beneficial to the community	0210	PO BOX 61 	NIVERVILLE	MB	CA	R0A1E0
888894144RR0001	NO 15 (VEGREVILLE) HEALTH UNIT	Revoked-Voluntary	Charity	1996-08-31		0001	Other purposes beneficial to the community	0100	PO BOX 99 	VEGREVILLE	AB	CA	T9C1R1
801737743RR0001	NOKOMIS HEALTH CENTRE FOUNDATION BOARD	Registered	Charity	2006-03-24		0002	Other purposes beneficial to the community	0110	BOX 451 	NOKOMIS	SK	CA	S0G3R0
864209879RR0001	NOOJIMAWIN HEALTH AUTHORITY	Revoked-Voluntary	Charity	2014-02-22		0001	Other purposes beneficial to the community	0170	25 WOOD ST SUITE 101	TORONTO	ON	CA	M4Y2P9
107787087RR0001	NOR'WEST CO-OP COMMUNITY HEALTH CENTRE, INC.	Registered	Charity	1976-01-01		0001	Other purposes beneficial to the community	0100	785 KEEWATIN STREET 	WINNIPEG	MB	CA	R2X3B9
889375861RR0001	NORMAN FORREST MILLAR TRUST FUND FOR ENVIRONMENTAL HEALTH RESEARCH	Revoked-Voluntary	Charity	2000-09-30		0003	Other purposes beneficial to the community	0210	1515 WEST 2ND AVE #543 	VANCOUVER	BC	CA	V6J5C5
898784657RR0002	NORTH ALGOMA HEALTH ORGANIZATION	Revoked-Voluntary	Charity	1997-05-23		0001	Other purposes beneficial to the community	0100	17 GOVERNMENT RD 	WAWA	ON	CA	P0S1K0
107780306RR0001	NORTH BAY MENTAL HEALTH SERVICES INC.	Revoked-Failure to File	Charity	2010-05-15		0001	Other purposes beneficial to the community	0100	1765 JANE ST 	NORTH BAY	ON	CA	P1B3K3
